2,17,,,,,,,,,,,,,,,
Gene name,P35998,P35972,P35975,P10876,P36001,P36007,P35930,P35937,P10865,P35987,P35963,P35982,P10880,P36016,P35955,P35990
Dctn3,24.62931315,25.69735314,32.59288786,18.36599157,32.59920224,28.13942234,30.76205296,23.57944091,24.74559598,28.22475382,30.51478441,24.25111329,19.84392568,29.95216488,26.25677937,35.10435937
Scyl2,51.45487078,30.47172477,38.96161307,34.51698919,38.32608912,46.8360855,37.06400131,37.75436492,31.92980127,36.76787854,29.06169944,36.58218785,36.23673384,51.50048494,33.60133304,44.54698768
Phax,30.59054818,22.88889925,25.35002389,30.08700127,24.4053487,25.87316014,26.70317097,30.25801088,35.38886307,30.38757021,28.94060903,27.53939984,34.38792089,25.85798407,26.89942781,32.4382055
Ppp6r2,35.13991175,32.2972198,31.46899517,34.42469777,33.92079152,34.93820894,28.41217391,35.57360738,54.54674383,46.93311555,31.2413269,43.36427885,41.29015591,38.57149291,39.01794137,40.99211585
Rab40c,8.314354121,4.072258149,4.495570739,6.275816216,3.700449984,5.099089954,4.592945407,5.451893852,9.445899542,7.029153251,8.476329004,5.960019368,8.011522788,6.464496018,7.252746748,7.55410265
Gipc1,29.17867673,29.6291886,25.35002389,23.4420194,27.48905702,27.28957401,24.24647924,31.89357903,44.83476261,33.19923151,26.27661991,34.32149084,28.71822784,28.22829928,31.21435309,34.88217988
Stx18,36.55178321,31.87595171,34.71579626,24.18035071,48.54637955,39.28187816,40.05475645,42.11588,26.60816772,37.20044182,30.63587483,44.18635049,31.67632856,40.29535851,35.89650606,41.76974406
Ptprj,55.53361054,25.41650775,7.742371828,20.3964027,14.27316422,15.01398709,11.42895717,11.72157178,31.13155624,46.39241146,27.60861447,63.91606977,28.47171945,38.78697611,42.04756976,28.43897468
Ywhaz,64.47546309,44.93526233,47.32836972,50.11423831,51.0133462,48.72463734,42.93869892,50.15742343,40.17833326,56.23322601,38.50675176,69.87608914,45.4807986,231.8599239,49.39212343,62.87679559
Fbxo4,6.74560806,8.565784382,5.244832529,3.783948013,5.814992831,7.082069381,5.981510297,6.678569968,6.652041931,7.029153251,6.054520717,7.809680551,3.697625902,7.541912021,7.069132907,7.887371884
Nup205,10.98122242,11.23381558,8.241879688,10.5212213,8.722489247,8.781766032,9.07907813,11.99416647,14.76753309,10.70594111,11.14031812,22.60697002,16.51606236,19.60897126,13.58742429,9.220448823
Clcn7,16.62870824,13.05931061,11.86331167,14.76662639,8.810595199,9.726041949,11.64258254,14.85641075,21.95173837,19.6816291,19.37446629,16.85246856,19.1044005,20.68638726,17.62692881,16.44128224
Msto1,21.64869563,25.69735314,20.23006833,21.68848251,20.0000511,25.02331181,26.16910755,27.6683613,38.18272068,24.65610679,32.0889598,25.68973866,20.95321345,22.41025286,28.09291778,33.54910294
Pcyox1,81.41792054,83.13023531,59.81606622,58.78963132,47.48910812,43.4366922,52.65865315,87.50289632,69.31427692,132.796926,74.47060482,191.7482093,82.70356602,196.3051958,101.9974891,68.20910334
Eya3,14.43246376,8.144516297,8.866264513,10.79809555,9.691654719,13.59757321,7.049637136,13.76603198,10.90934877,12.86875749,6.41779196,14.79728947,8.134776985,23.91863527,13.58742429,11.99769244
Ythdf3,48.94487709,32.2972198,29.5958407,28.4257558,30.04412963,24.36231867,23.07153972,42.11588,27.14033108,40.22838476,31.72568856,56.31190713,29.08799043,118.7312435,37.18180295,37.21506452
Yy1,72.31919339,49.85005665,60.44045105,59.25108839,69.69180802,61.28350704,51.80415168,62.28788725,41.10961913,66.83102629,53.40087272,70.49264287,47.32961155,132.091202,69.13061141,66.32057768
Irx3,2.980617515,1.123381558,2.247785369,0.461457075,1.497801184,0.472137959,1.174939523,1.635568155,0.266081677,1.297689831,1.331994558,8.426234279,0.123254197,3.232248009,0.826262288,2.221794897
Atp2c1,65.10296151,57.01161408,53.8219719,58.88192273,47.31289622,43.05898183,40.58881987,49.20334201,42.17394584,63.04609762,41.4129217,67.82091005,48.80866191,176.9117077,57.74655322,59.65519298
Phf23,42.98364206,36.08863256,35.96456591,33.13261796,54.97811404,50.23547881,50.20196142,24.80611702,45.76604848,34.92948462,38.38566134,31.0332043,36.23673384,39.21794251,39.47697597,55.43378268
Dtnb,35.29678636,32.2972198,37.46308949,36.27052607,44.4053998,52.69059619,37.17081399,40.07141981,52.81721293,35.90275199,34.02640643,34.73252666,43.26222306,31.67603049,32.95868459,52.98980829
Jak2,23.06056709,29.20792051,24.97539299,30.82533259,17.88550825,14.8251319,16.23552795,27.3957666,18.75875824,37.84928674,20.58537044,36.37666994,27.11592328,36.4166609,24.60425479,26.43935927
Snai3,2.196244485,0.842536169,0.624384825,3.230199523,0.792953568,1.416413876,1.174939523,0.954081424,3.592102643,2.270957204,1.089813729,1.849661183,1.355796164,1.508382404,3.396856072,2.555064132
Invs,26.19805921,14.32311487,13.61158918,21.04244261,11.10134995,8.498483257,10.36083034,21.67127806,16.09794147,17.30253108,12.71449351,23.84007747,20.95321345,22.41025286,21.48281948,16.77455147
Fpgs,56.31798357,55.04569635,67.93306894,72.63334356,62.73143782,48.91349252,46.89076822,54.65523586,104.8361808,75.26601019,56.06486184,69.67057123,80.60824467,41.80374092,78.58672426,80.87333425
Sh3bgrl3,3.921865151,4.493526233,4.620447704,4.429987917,6.167416639,4.249241628,5.554259562,4.088920389,6.252919415,4.433773589,4.722526159,3.493804457,5.916201444,85.97779704,7.43636059,12.10878219
Ogfr,72.78981721,52.65851054,63.18774427,56.02088887,74.00899967,60.6225139,78.61413533,69.37534926,79.69146233,77.96953068,64.54119084,81.79612788,54.47835496,57.53401456,65.64194842,84.2060266
Zup1,11.45184624,16.42945529,15.73449759,21.04244261,11.1894559,10.67031787,12.92433475,14.99270809,27.53945359,20.97931893,16.10502511,19.11316556,32.41585374,11.63609283,21.94185409,19.66288484
Idua,53.49424066,47.04160275,39.08649004,33.40949221,48.89880335,46.55280273,35.99587447,64.87753683,62.39615331,57.74719748,50.85797402,80.1519846,59.16201444,67.23075859,56.64487017,49.87929544
Myg1,32.78679266,26.25904392,28.84657891,19.28890572,28.28201059,24.83445663,25.63504413,29.30392945,26.74120856,31.4689784,23.49154038,28.56698938,32.78561633,19.60897126,29.74544236,31.66057728
Srf,21.80557024,29.76961129,15.23498973,19.01203148,22.46701776,22.8514772,24.67372998,25.21500906,21.68565669,18.16765763,16.58938676,32.06079384,18.48812951,70.2475234,21.29920564,25.55064132
Mapkapk2,85.96728411,98.15546365,75.9251947,70.69522385,71.98256277,115.9570827,67.29199084,50.29372078,24.47951431,65.31705482,55.21722894,82.00164579,30.93680338,128.858954,53.98246947,104.6465396
Vwa8,290.5317704,269.8924194,235.268202,246.5103693,214.9785229,233.7082896,199.2056554,293.8570786,208.4749941,281.4905525,228.255431,360.4784128,223.9528755,405.3239003,310.0319718,247.730131
Tex264,167.3852047,179.1793585,175.5770127,206.2713124,194.0974122,192.7267147,158.2963975,113.6719868,191.8448893,126.849181,131.9885516,122.8997097,108.5869473,87.27069625,127.5198131,275.9469262
Tut1,13.96183994,7.301980129,12.61257346,12.27475819,12.07051542,10.19817991,10.04039228,11.44897709,18.09355405,12.21991257,12.23013185,11.30348501,15.2835204,15.94575684,12.3021274,13.77512836
Adpgk,28.08055448,26.53988931,22.47785369,25.28784769,19.03088563,19.4520839,19.11947041,22.0801701,18.75875824,29.08988038,25.91334867,27.74491775,21.81599282,51.71596815,28.46014547,25.10628234
Bdh1,182.2882922,178.8985131,198.0548664,141.2058649,401.6750351,328.5135917,288.2874338,330.2484701,232.9545084,382.3859368,262.4029279,254.8422075,240.592192,237.0315207,298.9233343,371.1508375
Smurf2,22.90369248,21.90594039,18.23203689,21.50389968,15.68285945,16.61925615,14.74015038,24.66981968,15.69881896,26.06193744,13.44103599,26.10077447,19.96717987,86.19328024,25.24690324,22.99557718
Lrrc2,0.313749212,1.544649643,0.874138755,0.830622734,0.616741664,0.283282775,1.068126839,0.954081424,0.665204193,1.40583065,0.726542486,1.849661183,0.73952518,0.861932802,1.10168305,1.110897449
Serinc5,11.60872085,6.599866655,7.492617898,5.537484897,5.638780927,5.004662362,7.583700555,11.58527443,4.922511029,16.00484125,6.175611131,18.29109392,5.423184657,24.56508487,10.00695437,9.331538567
Axin2,23.53119091,13.05931061,14.73548187,22.42681383,22.46701776,18.69666316,13.45839817,12.9482479,28.33769862,30.49571103,18.89010464,10.68693128,39.68785135,13.35995844,35.07024377,26.66153876
Clip1,53.18049145,40.58215879,33.84165751,38.20864579,39.91199625,46.74165791,37.17081399,49.4759367,33.26020965,76.45555921,54.97504811,65.14917723,33.15537892,71.5404226,46.54610888,55.65596217
Mrtfb,14.11871454,8.706207076,5.869217354,7.752478855,5.991204735,6.704359014,5.340634194,10.76749036,7.982450317,13.73388404,6.538882374,12.74211037,9.737081543,14.86834084,7.069132907,10.22025653
Gns,226.997555,160.5031401,145.6065412,135.0223401,155.6832172,208.1184122,183.0769402,230.3425152,166.7001708,261.7007826,183.3308873,285.4643759,152.0956788,264.8288535,156.8980278,222.5127589
Cdk7,31.68867042,35.24609639,37.33821253,28.61033863,36.03533436,29.46140862,36.20949983,29.71282149,33.39325049,36.76787854,35.11622016,31.64975802,32.90887053,32.32248009,34.79482301,37.88160299
Nipsnap2,4.392488969,8.284938992,4.370693774,11.62871828,4.845827359,3.77710367,4.486132723,6.269677929,13.57016554,5.190759324,5.449068645,4.315876094,11.58589449,5.387080015,7.895395194,9.886987292
9530068E07Rik,59.6123503,53.9223148,64.56139089,82.96998203,41.67411529,48.91349252,42.4046355,64.33234745,66.52041931,80.13234706,56.42813308,74.60300105,69.02235018,75.85008661,79.32117963,63.6544238
Ranbp9,46.7486326,41.98638574,38.46210521,33.87094928,40.44063196,42.58684388,38.87981693,40.88920389,35.52190391,38.82255411,39.95983673,41.10358185,34.88093768,79.72878422,36.5391545,45.99115437
S1pr5,4.235614363,0.842536169,2.247785369,1.292079809,5.022039263,1.133131101,2.670317097,1.771865502,3.725143481,3.352365397,1.937446629,1.438625365,1.232541967,1.939348805,1.652524576,5.221218008
Clec9a,3.608115939,2.808453896,1.99803144,1.568954054,2.2026488,0.660993142,2.777129781,1.226676117,2.128653418,1.946534746,2.421808287,1.233107455,2.465083935,0.430966401,2.662400705,3.66596158
Zgpat,14.90308757,18.53579571,14.36085097,20.67327695,17.09255469,11.89787656,15.38102648,17.99124971,47.36253855,19.89791074,25.55007743,23.42904165,42.52269788,23.05670246,25.70593784,25.21737208
Nenf,26.82555763,40.3013134,30.84461035,17.99682591,18.14982611,16.71368374,33.64599542,25.07871172,16.09794147,34.2806397,44.56127248,33.2939013,21.93924702,12.28254243,37.27360987,41.88083381
Clip3,0.156874606,0.140422695,1.373646615,0.922914149,0.88105952,0.472137959,1.495377574,0.817784078,0.532163354,0.432563277,0.968723315,0.822071637,0.36976259,1.077416003,1.652524576,1.110897449
Npepl1,39.21865151,41.98638574,36.33919681,35.99365183,40.44063196,34.08836062,34.50049689,35.57360738,62.92831666,45.31100326,30.63587483,37.8152953,51.39700004,35.3392449,39.75239673,48.76839799
Creb3l3,555.9636038,482.4923793,603.1557408,474.19329,778.7685096,787.9982531,613.9593069,557.728741,651.7670684,569.1451317,634.0294095,576.6832533,491.2912282,556.377624,718.2055419,759.9649445
Rala,26.0411846,23.73143542,30.59485642,30.82533259,33.48026176,28.04499475,22.32385093,25.35130641,40.3113741,30.82013348,19.97991837,32.47182966,35.12744607,54.51724975,22.40088869,31.99384652
Vxn,11.60872085,6.599866655,5.369709494,1.568954054,4.052873791,3.588248486,1.602190258,4.906704466,9.57894038,22.38514958,1.816356215,5.34346564,8.258031182,17.45413925,1.10168305,13.10858989
Pomt1,16.94245745,20.22086805,23.47686941,27.68742448,13.74452851,16.80811133,18.37178163,22.62535948,28.6037803,21.62816385,25.67116784,27.95043566,29.95076981,21.54832006,21.85004717,23.88429514
Pank1,282.2174163,251.7778917,273.2307994,185.1365784,211.3661788,233.3305792,259.4480091,242.6092764,206.3463407,362.7043077,308.4172853,546.8831565,226.171451,378.3885003,392.2909729,257.8392978
Tmem82,71.69169496,52.37766515,69.68134645,42.54634229,79.6477806,83.4739911,78.1868846,74.41835107,51.22072287,69.85896923,92.51307655,56.72294295,67.42004562,64.64496018,61.78605774,93.8708344
Zdhhc3,64.47546309,53.36062402,50.70004778,52.42152369,43.26002243,37.7710367,35.24818568,53.01966771,47.8947019,60.23443632,45.16672455,59.18915786,48.19239093,95.67454107,60.22534009,52.32326982
Cyb5d1,2.980617515,3.931835454,4.245816809,4.983736407,0.704847616,3.871531261,5.23382151,4.634109774,3.326020965,9.083828817,4.359254916,6.371055186,2.958100722,10.98964323,5.049380648,5.554487243
Slc35a5,44.23863891,36.65032334,37.46308949,50.20652973,28.54632844,30.21682936,32.36424322,41.84328531,35.78798559,42.17491951,34.51076809,46.24152958,38.08554679,38.57149291,37.54903063,42.76955177
1110012L19Rik,2.039369879,1.825495032,1.49852358,1.568954054,1.497801184,1.416413876,1.602190258,3.134838965,4.257306836,1.189549012,1.574175386,1.233107455,4.313896886,1.077416003,2.478786863,2.999423111
Cidec,77.65292999,73.72191476,65.56040661,57.12838585,89.60375317,176.7684517,117.7075776,133.5713994,128.9165726,109.3303683,201.373359,184.9661183,148.7678155,215.6986838,130.6412484,122.0876296
Helz,18.98182733,19.09748649,14.36085097,16.7047461,14.88990589,16.80811133,13.99246159,16.62827625,22.48390173,24.00726187,15.13630179,27.12836402,18.61138371,29.73668168,21.75824024,17.44108994
Tsc22d1,60.86734715,84.81530765,41.83378327,9.782889984,23.78860704,22.09605647,40.69563256,76.73540596,36.32014894,49.74477685,118.5475156,70.28712496,61.25733578,128.2125044,75.55709587,63.87660329
Chic2,13.49121612,17.83368224,15.23498973,12.09017536,21.67406419,17.1858217,17.62409284,12.26676117,10.51022625,13.73388404,10.41377563,11.92003874,10.59986092,30.59861449,14.78091426,19.3296156
Ythdc2,21.80557024,10.8125475,10.36478809,12.64392385,12.59915113,9.537186766,7.15644982,18.12754706,14.50145141,20.2223332,11.86686061,14.59177156,12.81843646,28.65926568,12.66935508,17.21891045
Secisbp2,35.29678636,24.1527035,30.22022552,25.01097345,25.46262012,27.10071883,19.97397189,27.80465864,31.66371959,33.41551315,26.39771033,31.85527593,30.4437866,26.93540008,30.93893233,30.88294907
Babam2,38.9049023,38.47581837,36.08944288,32.85574372,44.84592956,36.92118837,38.55937888,37.75436492,35.92102643,41.52607459,34.75294891,40.48702812,33.77164991,34.0463457,41.03769363,42.65846202
Slc9a6,11.76559545,8.004093602,5.994094319,6.921856121,3.964767839,4.532524404,4.913383458,11.04008505,9.312858703,14.38272896,5.933430303,16.44143274,8.504539575,20.68638726,10.74140974,8.220641119
Maf1,30.11992436,25.27608506,25.10026996,21.78077393,29.25117606,23.51247034,26.70317097,20.85349398,36.1871081,32.65852741,28.6984282,26.51181029,27.11592328,20.47090406,26.07316553,35.10435937
Taok2,62.90671703,37.35243681,45.08058435,63.58878489,42.99570457,38.24317466,64.62167375,54.24634382,99.24846561,64.12750581,91.66544365,60.42226532,77.65014395,66.58430899,61.51063698,76.98519318
Ephx2,173.3464397,268.6286151,291.4628362,176.5534768,424.3182648,304.0568454,287.4329323,258.4197686,341.6488736,236.1795492,326.7019379,435.4924497,283.4846525,299.3061656,412.7639162,308.9405804
Anxa11,81.41792054,73.72191476,62.31360552,82.96998203,86.07951509,84.22941183,75.40975482,100.8600363,105.9005075,85.53938802,72.04879653,92.68857707,110.3125061,75.41912021,91.99053471,90.20487282
Acaca,143.0696407,73.16022398,88.28801423,58.32817424,34.27321532,40.32058167,40.26838182,128.5283976,109.625651,166.5368616,125.4496693,493.8595359,175.6372304,454.8850365,123.7557293,68.32019308
Myl9,3.608115939,7.582825518,5.119955564,5.076027822,12.59915113,4.910234771,4.486132723,5.179299159,4.390347674,6.704730793,8.355238589,4.726911913,5.916201444,155.794354,8.997078245,19.88506433
Stard7,80.16292369,62.76894457,62.43848249,69.31085262,55.5948557,51.27418232,58.10610003,95.4081424,53.7484988,105.4372988,57.15467557,107.4858665,59.40852283,106.8796675,78.58672426,75.98538548
Pkhd1l1,0.470623818,0.140422695,0.374630895,0.73833132,0.616741664,0.849848326,0.961314155,0.408892039,0.665204193,1.838393927,0.8476329,0.205517909,3.697625902,1.723865605,1.468910734,0.888717959
Nubp2,10.19684939,10.25085672,10.23991113,13.75142083,9.955972575,6.232221055,13.2447728,12.67565321,12.77192051,12.54433503,10.41377563,12.53659246,12.57192807,14.43737444,9.639726691,12.66423091
Med1,34.66928794,21.90594039,18.60666778,28.61033863,18.50224992,16.90253892,17.09002942,30.12171353,26.8742494,31.79340086,25.06571577,36.17115203,33.15537892,59.68884657,25.33871016,25.32846183
Zfp28,1.56874606,1.123381558,1.873154475,0.830622734,1.497801184,1.510841468,1.602190258,2.180757541,1.995612579,3.460506216,3.995983673,1.438625365,1.725558754,0.646449602,2.295173022,3.554871835
Rnf43,11.92247006,20.92298152,8.241879688,10.70580413,11.10134995,4.910234771,4.272507355,22.35276479,38.5818432,33.7399356,13.07776475,14.38625365,30.3205324,14.65285764,24.69606171,25.10628234
Cdc73,10.82434782,9.970011329,6.368725213,9.598307154,6.079310687,6.421076238,5.020196142,8.995624855,5.853796899,6.921012432,11.14031812,13.56418201,11.4626403,29.73668168,7.711781353,8.442820609
Hnf1a,24.94306236,20.08044535,17.4827751,14.58204356,20.79300467,18.22452521,18.69221968,30.93949761,26.47512688,31.79340086,28.45624737,31.2387222,23.41829738,35.9856945,30.20447696,24.32865412
Itgav,28.39430369,17.55283685,9.116018443,17.44307742,9.251124959,10.10375232,5.767884929,13.76603198,13.4371247,21.52002303,15.13630179,28.15595357,15.40677459,49.34565294,20.28932951,15.77474377
B3galt4,7.373106484,6.319021265,6.618479143,5.629776311,7.577111871,6.704359014,8.972265446,10.22230097,15.1666556,11.7873493,11.0192277,9.453823825,8.381285379,7.757395222,12.761162,11.55333346
Smim14,42.82676745,42.82892191,58.44241961,38.94697711,56.21159737,49.29120289,44.22045113,46.74998978,14.36841057,56.44950765,47.34635201,57.7505325,38.94832617,40.72632491,57.56293938,56.21141089
Rpl12,289.5905228,373.5243681,422.3338955,484.2530542,455.8601956,405.6609341,423.1918535,284.8614537,382.0932885,301.2803224,351.283292,253.6091,390.7158037,355.9782474,326.4654106,513.9011597
Trappc10,59.6123503,42.68849921,36.96358163,42.36175946,39.20714864,38.33760225,28.41217391,56.15450667,44.70172177,60.6669996,30.51478441,54.46224595,42.64595207,54.51724975,53.2480141,49.32384671
Crat,91.77164454,83.69192609,91.03530746,105.1199216,106.3438841,114.9183792,81.4980778,139.2958879,132.2425936,108.897805,111.1610004,129.4762828,132.3750073,104.2938691,158.2751316,110.4232064
Glud1,1353.043477,1160.593572,1133.882842,1595.349399,1021.23609,1188.276814,1247.144897,1750.87571,1487.529617,1248.377617,1266.969005,1814.517621,1810.973913,1646.507136,1704.028258,1267.311809
