2,17,,,,,,,,,,,,,,,
Gene name,P35998,P35972,P35975,P10876,P36001,P36007,P35930,P35937,P10865,P35987,P35963,P35982,P10880,P36016,P35955,P35990
Thoc1,29.80617515,33.56102405,29.72071766,31.28678967,31.71814272,29.55583622,30.33480222,33.93803923,40.04529242,32.0096825,35.23731057,34.11597293,44.24825663,35.7702113,35.34566453,37.21506452
Pias1,8.784977939,8.425361687,7.117987003,7.567896025,5.638780927,7.270924564,5.340634194,11.85786913,7.849409478,12.32805339,6.902153617,10.89244919,11.09287771,22.19476966,10.64960282,12.21987193
Kmt5b,28.08055448,11.79550636,16.10912848,13.93600366,13.03968089,16.99696651,11.85620791,17.17346563,13.30408386,24.11540269,18.28465256,25.27870284,19.47416309,28.65926568,20.47294335,23.55102591
Phf2,23.53119091,16.0081872,17.1081442,13.28996375,11.98240947,14.9195595,14.20608696,30.12171353,20.48828915,25.73751498,17.80029091,29.18354311,23.91131417,25.42701767,27.45026934,25.21737208
Arl6ip1,92.86976678,85.9386892,101.2752186,83.43143911,85.55087938,98.299123,74.55525335,89.41105917,87.00870845,98.08372305,77.13459393,104.19758,95.27549408,108.6035331,114.2996165,98.0922447
Zfp202,1.098122242,0.421268084,0.124876965,0.36916566,0.44052976,0.283282775,0.427250736,0.408892039,0.93128587,0.973267373,0.726542486,0.616553728,1.848812951,0.430966401,0.459034604,1.333076938
St3gal2,1.882495273,1.263804253,0.624384825,0.922914149,0.88105952,0.094427592,0.747688787,0.408892039,0.266081677,1.081408192,1.331994558,0.616553728,0.616270984,3.878697611,1.652524576,2.221794897
Map3k14,4.078739757,3.22972198,2.997047159,5.352902067,4.845827359,3.871531261,3.097567832,2.998541618,7.982450317,3.460506216,5.085797402,3.493804457,6.778980821,8.403844824,5.875642935,6.665384691
Rbmx2,2.353119091,1.825495032,3.246801089,3.230199523,3.612344032,3.493820894,4.058881987,2.725946926,4.523388513,2.8116613,3.027260358,3.493804457,3.081354919,4.525147213,3.21324223,4.554679539
Nedd4,119.852199,115.006187,71.42962396,159.2949822,93.39230911,75.25879062,95.27691402,120.7594488,123.1958166,264.0798806,87.79055039,207.1620525,62.73638614,162.0433669,147.9009495,230.4001308
Ttl,7.059357272,4.212680843,4.870201634,3.783948013,5.286357119,3.588248486,4.592945407,5.588191198,3.85818432,7.894279805,4.722526159,7.604162642,4.190642689,7.11094562,6.701905223,7.220833415
Pef1,33.41429109,28.78665243,25.47490085,45.13050191,39.20714864,33.99393303,34.39368421,30.93949761,37.11839397,29.84686611,37.41693803,42.13117139,38.08554679,30.81409769,37.73264448,43.99153896
Crbn,45.17988654,38.89708645,43.20742988,35.07073768,41.40979743,35.97691245,39.84113109,44.56923224,40.84353745,41.74235623,42.50273543,43.56979676,46.22032378,38.14052651,46.82152964,46.43551335
Aph1a,89.73227466,73.30064667,62.06385159,84.35435326,61.93848425,62.22778296,57.03797319,75.64502719,94.0598729,89.10803506,73.5018815,87.34511143,75.5548226,105.3712851,79.13756579,95.53718057
Toe1,6.274984242,6.45944396,4.995078599,6.275816216,7.489005919,6.609931422,8.651827394,5.997083237,9.312858703,8.002420624,6.054520717,9.453823825,9.120810559,9.265777626,8.813464403,8.220641119
Dynll2,48.78800248,42.12680843,32.09338,23.81118505,35.33048675,32.19980878,33.43237005,35.028418,46.69733435,36.22717445,26.03443908,42.74772512,35.62046286,52.36241775,45.71984659,46.65769284
Bicd2,11.92247006,8.284938992,6.743356108,9.136850079,7.841429727,7.459779748,5.874697613,8.859327509,5.986837738,13.30132077,6.175611131,10.68693128,7.518506001,19.60897126,10.92502358,12.99750015
Adamts10,5.647485818,13.05931061,7.242863968,5.537484897,4.669615455,2.738400161,6.088322981,7.087462007,26.47512688,22.4932904,5.327978231,4.521394003,15.89979138,10.55867683,11.56767203,26.43935927
Ttyh3,12.07934467,8.846629771,4.620447704,11.07496979,3.876661888,4.626951995,3.524818568,10.49489566,12.10671631,9.732673732,5.449068645,13.97521783,14.66724941,22.62573606,10.46598898,12.33096168
Dcakd,25.09993697,16.42945529,19.23105261,5.352902067,20.35247491,17.37467688,16.66277868,22.0801701,7.450286962,35.90275199,21.55409375,32.88286548,13.06494485,21.97928646,35.52927837,33.4380132
Mapk8ip1,29.17867673,28.78665243,29.84559463,22.05764817,31.54193081,21.81277369,21.04209872,26.16909049,22.48390173,32.87480905,16.95265801,30.21113266,20.09043407,28.01281608,30.11267004,36.54852606
Aoc3,13.49121612,19.37833188,24.97539299,1.292079809,24.4053487,17.75238725,20.29440994,19.08162848,0.93128587,26.92706399,11.86686061,29.38906102,6.285964034,21.97928646,24.78786863,34.21564141
Nhsl1,10.19684939,9.548743245,5.744340389,5.814359141,7.136582111,4.249241628,5.23382151,10.22230097,6.119878576,13.62574322,10.41377563,20.96282674,6.409218231,14.65285764,12.85296892,12.99750015
Pms1,8.628103333,16.28903259,9.740403268,7.106438951,10.48460829,6.421076238,9.933579601,13.22084259,9.312858703,15.46413715,9.808323561,15.00280737,10.23009833,12.49802564,12.3021274,15.77474377
Filip1,2.980617515,4.072258149,2.247785369,1.845828299,2.378860704,2.17183461,1.92262831,3.407433657,1.463449225,2.91980212,2.906169944,3.699322366,2.341829738,2.370315207,4.682152964,3.999230815
Hook2,59.7692249,44.93526233,59.31655836,43.8384221,80.17641631,58.07296892,51.48371363,44.56923224,82.3522791,58.93674649,71.92770612,81.59060997,91.08485139,64.21399378,60.68437469,79.98461629
Rasgrp1,1.411871454,0.842536169,0.624384825,0.276874245,0.44052976,1.038703509,0.961314155,0.817784078,0.798245032,1.189549012,1.695265801,1.233107455,0.246508393,1.077416003,1.00987613,1.999615407
S1pr2,0.313749212,0.28084539,0.124876965,0.461457075,0.528635712,0.188855183,0.534063419,0.545189385,0.266081677,1.730253108,0.484361657,0.411035818,1.232541967,0.215483201,1.468910734,1.333076938
Arrb1,5.804360424,2.527608506,1.873154475,2.214993959,3.788555936,1.982979427,3.418005884,3.271136311,2.92689845,3.027942939,2.906169944,7.193126823,2.834846525,6.033529617,4.131311439,4.776859029
Snx1,46.43488339,45.91822119,38.21235128,35.62448617,37.18071174,30.59453972,42.93869892,44.97812428,71.44293034,48.23080538,47.22526159,52.20154895,67.78980821,59.68884657,51.22826184,57.87775707
Rtel1,11.45184624,10.53170211,10.98917292,6.921856121,9.251124959,10.2926075,8.117763975,14.31122136,21.81869753,14.27458814,14.65194013,13.56418201,23.91131417,13.35995844,12.57754816,19.21852586
Ushbp1,11.92247006,14.88480565,8.991141478,13.84371224,15.24232969,12.5588697,13.56521085,12.40305851,17.69443154,15.89670043,15.37848262,13.76969992,18.73463791,11.63609283,17.90234957,18.55198739
Nav2,5.333736606,8.425361687,2.997047159,3.599365183,3.52423808,1.888551835,2.990755149,12.13046382,15.69881896,10.05709619,2.906169944,25.89525656,15.53002879,14.22189124,11.38405819,11.8866027
Atg2a,78.59417763,80.7430495,61.3145898,68.94168696,100.0002555,94.14430897,68.68055573,81.23321839,111.4882228,109.1140866,79.91967346,71.93126823,90.46858041,86.62424664,86.6657333,124.087245
Magi1,37.02240703,25.83777584,19.35592957,24.7340992,23.25997133,18.41338039,17.62409284,23.98833295,22.48390173,26.81892317,18.16356215,28.36147148,27.85544846,34.0463457,26.80762089,30.77185932
Tmem107,3.137492121,6.17859857,3.871185914,4.522279332,3.788555936,5.287945138,7.797325923,5.043001813,3.192980127,6.596589974,6.054520717,5.54898355,2.341829738,4.525147213,6.426484461,9.442628312
Trp53inp1,9.569350969,43.25018999,19.48080654,15.22808347,9.867866623,6.326648647,10.5744557,23.71573825,5.321633545,4.650055228,6.41779196,53.02362058,9.120810559,46.32888813,4.865766806,38.54814146
Ncoa7,5.96123503,5.055217012,4.245816809,2.214993959,2.378860704,1.60526906,4.806570775,2.998541618,1.995612579,10.27337783,3.148350773,5.34346564,2.218575541,3.44773121,5.875642935,9.664807802
Ube2g1,40.63052297,33.56102405,36.58895074,32.7634523,33.48026176,32.86080193,26.16910755,41.57069062,31.66371959,42.60748278,33.90531601,44.3918684,31.30656597,51.50048494,36.26373374,44.43589794
Tbc1d19,9.412476363,10.53170211,6.618479143,4.799153577,6.784158303,5.382372729,6.6223864,9.813408933,9.711981219,12.11177176,8.718509832,7.398644733,11.3393861,15.73027364,9.364305928,12.21987193
Polr3d,19.60932576,16.28903259,16.85839027,14.2128779,20.70489872,21.43506333,24.46010461,18.2638444,17.96051321,17.95137599,21.67518417,19.9352372,18.36487531,21.33283686,20.01390875,24.43974387
Nop9,26.19805921,28.50580704,26.59879354,23.16514515,28.9868582,31.72767083,27.45085976,26.16909049,23.94735095,21.19560057,22.28063624,26.30629238,21.93924702,25.42701767,30.11267004,34.10455167
Zfp384,21.64869563,20.22086805,20.47982226,21.50389968,19.8238392,17.1858217,23.39197777,18.94533113,37.38447565,23.46655778,29.42497068,23.01800584,31.67632856,37.92504331,25.88955168,31.66057728
Atrx,40.31677375,36.36947795,29.09633284,29.53325278,31.10140105,31.06667768,23.60560314,31.75728169,45.23388513,38.82255411,34.6318585,64.5326235,43.26222306,85.97779704,49.3003165,44.54698768
Ppfia1,39.68927533,35.24609639,26.97342443,33.87094928,26.34367964,28.42270511,23.39197777,41.57069062,35.38886307,40.4446664,33.05768311,48.9132624,42.39944368,47.40630413,38.7425206,39.77012866
Mesd,36.55178321,32.85891058,37.71284342,36.54740032,36.65207603,30.8778225,35.03456031,41.84328531,39.11400655,42.93190524,37.05366679,43.98083258,38.33205519,40.72632491,34.70301609,43.32500049
Fam129b,5.176862,9.970011329,7.117987003,7.47560461,7.136582111,4.532524404,8.972265446,5.588191198,3.991225158,10.27337783,7.26542486,8.426234279,4.067388493,33.61537929,7.711781353,17.55217969
Slc12a4,41.88551981,51.39470629,44.2064456,45.31508474,53.74463071,55.42899635,57.57203661,81.23321839,74.7689513,73.10319381,87.18509832,68.64298169,67.29679142,79.94426742,67.38627991,84.76147532
Actl6a,30.27679897,27.80369357,28.97145587,24.0880593,31.71814272,25.87316014,27.13042171,30.93949761,31.53067875,30.38757021,25.79225825,29.80009684,29.82751561,34.0463457,23.96160635,35.10435937
Pgm2l1,2.039369879,0.421268084,0.624384825,1.199788394,0.704847616,0.755420734,1.174939523,0.408892039,0.93128587,0.432563277,0.242180829,1.027589546,0.73952518,1.723865605,0.459034604,1.888525662
Ncf4,6.74560806,4.353103538,5.119955564,1.199788394,4.052873791,2.549544977,4.913383458,4.497812428,5.321633545,5.407040962,3.63271243,3.493804457,2.834846525,2.585798407,5.783836014,9.109359078
Gbgt1,20.8643226,17.13156876,18.23203689,12.92079809,22.64322966,14.9195595,19.54672115,17.85495236,23.28214676,19.24906583,23.73372121,20.14075511,25.14385614,15.94575684,22.67630945,25.77282081
Zfp420,2.980617515,4.353103538,3.746308949,2.953325278,3.348026176,2.643972569,3.097567832,2.862244272,3.192980127,3.568647035,2.300717872,4.110358185,5.916201444,1.939348805,3.947697597,4.665769284
St3gal5,18.98182733,39.03750915,28.22219408,11.90559253,50.66092239,41.07600241,41.97738476,63.24196868,21.68565669,51.1506075,27.24534323,55.07879968,21.07646764,21.11735366,41.22130747,77.31846242
Hgs,54.12173909,52.37766515,42.83279898,35.99365183,54.09705452,48.25249938,51.697339,64.60494214,55.74411138,73.96832036,50.13143154,64.73814141,85.04539575,66.15334259,66.56001763,64.76532125
Stk36,1.254996848,1.544649643,1.74827751,0.36916566,1.145377376,0.660993142,1.174939523,1.362973463,1.330408386,0.973267373,1.816356215,2.877250729,1.725558754,2.585798407,2.846014547,1.666346173
Ppp2r5b,24.15868933,20.92298152,21.47883797,19.56577997,23.25997133,20.585215,21.46934946,29.4402268,24.47951431,19.24906583,21.31191292,27.53939984,26.6229065,43.74308972,23.22715098,28.66115417
Myo1c,84.71228727,85.09615304,64.31163696,125.88549,73.92089372,65.24946589,60.45597907,83.27767858,114.0159987,107.0594111,67.5684512,103.5810263,100.3289161,135.7544164,88.04283711,116.9775013
Ehmt2,79.06480145,92.67897855,78.92224186,76.14041733,94.44958053,73.1813836,71.13724746,88.72957244,180.1372955,121.3339992,99.05195893,107.6913844,151.3561536,90.07197785,122.6540463,147.3050017
Pacs1,3.294366727,5.055217012,3.246801089,3.599365183,2.555072608,2.17183461,2.563504413,3.952623042,3.85818432,7.029153251,2.663989115,8.426234279,2.588338132,21.76380326,4.865766806,9.331538567
Ccdc85c,7.216231878,3.650990064,4.870201634,5.260610652,4.052873791,1.510841468,3.952069303,6.542272622,8.248531994,8.434983901,3.148350773,15.6193611,6.162709837,12.92899204,7.619974432,8.442820609
Ddx51,5.647485818,4.353103538,3.121924124,4.429987917,4.229085695,5.665655505,3.204380516,5.86078589,7.317246124,4.217491951,7.507605689,5.754501459,10.23009833,6.033529617,5.32480141,7.55410265
Ppp2r1a,83.77103963,72.45811051,64.68626785,81.30873656,86.52004485,86.49567404,69.5350572,97.31630525,91.26601529,84.56612065,80.88839678,91.2499517,89.72905523,142.6498788,97.49894996,99.64750113
Abca3,64.00483927,63.33063535,53.19758708,58.88192273,47.48910812,49.95219603,30.44161491,63.65086072,62.52919415,62.3972527,42.38164502,92.68857707,82.21054923,71.1094562,61.05160238,67.43147512
Xkr8,10.98122242,10.6721248,10.48966506,8.767684419,10.66082019,10.67031787,10.68126839,10.35859832,16.23098231,13.84202486,6.175611131,14.38625365,12.07891128,15.51479044,19.83029491,14.1083976
Numbl,0.627498424,1.544649643,0.374630895,1.015205564,1.233483328,0.472137959,1.068126839,0.545189385,0.798245032,1.513971469,0.968723315,1.027589546,0.246508393,0.861932802,1.744331496,1.999615407
BC034090,0.470623818,1.544649643,0.624384825,3.414782353,1.585907136,0.755420734,1.281752207,1.226676117,1.862571741,1.40583065,0.484361657,1.849661183,1.355796164,0.646449602,1.560717655,3.221602601
Cfap157,1.098122242,0.982958863,0.374630895,1.753536884,0.792953568,1.038703509,1.602190258,1.09037877,1.596490063,0.973267373,0.726542486,1.027589546,3.697625902,1.077416003,1.652524576,2.110705152
Pitrm1,35.29678636,39.59919993,31.7187491,39.68530842,28.37011654,32.76637433,24.78054266,34.21063392,38.31576152,38.17370919,26.88207198,44.80290421,43.01571466,34.2618289,39.10974829,40.43666713
Glb1l,10.98122242,14.04226948,13.11208132,8.952267249,12.42293923,9.631614358,12.17664596,11.44897709,12.37279799,15.13971469,14.89412096,14.18073574,12.57192807,13.79092484,13.49561737,15.33038479
Cwc25,12.8637177,10.25085672,11.36380381,8.952267249,14.27316422,11.70902138,12.17664596,11.99416647,15.8318598,19.14092501,12.35122226,13.97521783,13.55796164,15.08382404,16.06621115,16.99673096
Ripk1,14.90308757,8.987052466,6.118971284,9.598307154,8.281959487,10.00932472,9.399516181,9.677111587,11.30847128,12.11177176,10.29268522,12.74211037,10.10684413,12.71350884,9.639726691,13.88621811
Dym,15.6874606,23.59101272,17.4827751,13.47454658,29.25117606,22.8514772,18.58540699,16.35568155,19.95612579,22.70957204,18.76901422,20.55179092,21.32297604,17.45413925,21.94185409,29.2166029
Perp,69.9660743,61.50514031,70.55548521,52.32923227,62.73143782,53.16273415,57.25159856,63.37826603,58.53796899,93.32552701,67.81063203,75.6305906,71.7339425,57.96498096,77.48504121,84.31711634
Bms1,68.24045363,58.97753181,49.57615509,69.12626979,57.88561046,56.46769986,54.79490683,80.82432635,73.0394204,67.37173039,58.2444893,86.52303979,77.15712716,85.33134744,73.9045713,72.54160339
Map4,28.23742909,39.88004532,28.09731712,37.83948013,25.99125584,20.86849778,27.02360902,38.29955431,28.20465779,49.52849521,27.8507953,51.99603104,26.74616069,101.7080707,39.20155521,54.9894237
Brf1,14.90308757,10.8125475,8.491633618,12.82850668,9.427336863,10.57589028,10.78808107,10.22230097,16.09794147,15.13971469,10.89813729,11.71452083,17.87185853,12.49802564,13.67923121,15.99692326
Cchcr1,4.706238181,6.880712044,4.995078599,4.522279332,7.841429727,2.832827752,7.476887871,6.814867315,16.23098231,8.65126554,6.175611131,6.371055186,13.68121584,5.171596815,11.29225127,13.55294887
Thumpd3,23.06056709,27.38242548,25.35002389,21.04244261,23.61239513,22.47376683,19.11947041,26.57798253,25.41080018,32.11782332,18.76901422,28.56698938,22.92528059,21.97928646,33.78494688,31.66057728
Alg8,8.157479515,11.93592906,13.11208132,16.15099761,11.62998566,17.28024929,9.399516181,11.04008505,16.23098231,16.11298207,9.566142733,12.74211037,12.81843646,11.85157603,13.67923121,19.77397458
Tchp,5.647485818,5.476485096,5.619463424,4.983736407,4.140979743,4.060386445,3.952069303,7.223759353,6.252919415,9.083828817,4.48034533,7.809680551,5.423184657,7.757395222,6.151063698,7.887371884
Hspbap1,3.921865151,3.931835454,6.743356108,7.47560461,6.431734495,6.137793463,6.088322981,8.45043547,5.853796899,4.974477685,7.507605689,6.371055186,6.285964034,5.171596815,8.170815957,9.109359078
Unk,6.274984242,5.757330486,4.245816809,4.429987917,3.788555936,5.760083096,4.592945407,5.86078589,11.17543044,8.434983901,6.902153617,8.01519846,13.43470745,9.481260827,7.160939827,8.998269333
Socs4,2.666868303,2.106340422,2.997047159,2.861033863,1.674013088,1.227558693,1.495377574,2.862244272,2.793857611,3.244224577,2.906169944,3.082768639,3.697625902,7.11094562,4.590346043,3.554871835
Cap1,135.0690358,105.5978665,97.65378661,98.56723116,96.47601743,99.80996447,85.98421052,131.9358312,105.9005075,132.9050669,110.5555483,140.368732,117.7077579,242.8495671,119.9916456,149.7489761
Mocos,133.814039,129.0484565,110.7658679,116.4717657,189.1634789,191.2158733,119.950644,140.113672,145.2805958,148.6936265,145.9139493,137.9025171,134.8400912,105.5867683,196.5586176,214.1810281
Dbn1,4.863112788,4.633948928,3.871185914,2.953325278,4.052873791,3.77710367,4.806570775,3.68002835,3.059939288,5.407040962,4.48034533,5.137947731,4.683659476,18.31607205,5.416608331,8.442820609
Cyb5r1,1.098122242,2.106340422,1.873154475,1.384371224,2.907496416,1.794124243,2.563504413,1.226676117,0.665204193,2.8116613,2.058537044,3.082768639,0.246508393,3.66321441,1.927945338,3.777051325
Glcci1,3.608115939,2.387185811,3.121924124,2.861033863,2.378860704,2.077407018,2.029440994,3.407433657,2.527775934,3.244224577,2.906169944,3.699322366,2.958100722,4.740630413,3.121435309,3.554871835
Fam20c,95.22288587,87.48333885,75.55056381,53.99047774,65.37461638,64.77732794,55.11534488,117.3520152,123.1958166,95.48834339,79.31422139,123.5162635,81.96404083,93.95067546,98.87605377,119.6436552
Nupr1,250.8424951,240.5440762,208.2947776,33.68636645,233.128349,168.7421064,248.6599281,129.482479,41.37570081,196.816291,277.9025009,114.4734754,128.0611104,203.4161414,260.5480414,392.3689788
Dgkd,78.12355381,51.53512898,56.19463424,65.80377885,49.95607478,43.34226461,42.4046355,74.55464842,50.289437,68.45313858,63.08810587,85.70096815,72.35021349,81.02168343,53.70704871,76.20756497
Tubg1,60.86734715,42.54807652,56.56926513,27.68742448,49.60365097,46.17509236,53.08590389,60.51602175,34.72365888,58.93674649,38.38566134,62.2719265,39.31808876,66.58430899,55.91041481,67.43147512
Eda2r,1.411871454,1.263804253,1.123892685,3.691656598,0.88105952,1.60526906,1.495377574,3.407433657,3.991225158,2.703520481,4.238164502,5.754501459,1.355796164,6.679979219,3.305049151,4.554679539
Hspbp1,35.92428479,30.05045668,39.211367,31.4713725,42.46706886,38.9041678,32.36424322,40.61660919,41.50874165,38.82255411,34.87403933,39.87047439,34.26466669,33.18441289,46.45430196,46.65769284
Wdr36,35.45366097,33.70144675,28.72170194,38.20864579,39.03093673,34.46607099,32.68468127,38.84474369,34.85669972,37.74114592,30.393694,53.22913849,34.88093768,30.81409769,38.19167908,43.99153896
Pwwp2a,9.255601757,6.880712044,8.866264513,7.84477027,4.757721407,6.609931422,5.020196142,7.632651392,12.50583883,6.488449155,10.29268522,6.782091005,11.83240289,6.249012818,9.54791977,12.66423091
Dhx32,26.98243224,35.66736447,26.09928568,14.39746073,27.22473916,19.54651149,19.54672115,35.57360738,30.86547456,37.84928674,27.60861447,28.9780252,33.15537892,38.57149291,28.73556623,38.8814107
Ikbkb,21.64869563,13.4805787,16.10912848,22.05764817,15.33043565,16.99696651,14.63333769,21.80757541,18.89179908,23.0339945,19.13228547,24.66214911,18.9811463,18.10058885,27.7256901,23.7732054
Tdp1,4.863112788,4.774371622,4.245816809,1.015205564,2.907496416,1.227558693,2.563504413,2.725946926,3.991225158,4.866336866,1.453084972,4.521394003,3.697625902,4.956113614,3.21324223,5.443397498
Zfp207,72.47606799,68.10500697,64.31163696,50.94486105,69.16317231,61.755645,51.697339,77.55319004,75.30111466,86.83707785,68.53717452,102.7589546,82.21054923,143.5118116,91.25607934,83.98384711
Unc93b1,28.08055448,23.16974464,19.10617564,7.937061685,19.29520349,16.43040096,21.46934946,26.03279314,25.94296353,43.04004606,26.76098157,31.85527593,13.06494485,15.51479044,27.90930394,46.76878258
Mfsd7a,12.07934467,16.28903259,8.991141478,9.229141494,10.48460829,7.837490115,12.28345865,14.85641075,17.29530902,14.0583065,11.50358936,17.26350438,21.69273863,10.77416003,13.58742429,17.44108994
Rbm38,2.509993697,4.072258149,2.122908404,2.399576788,2.731284512,2.266262202,2.136253678,3.407433657,1.995612579,2.270957204,1.331994558,1.233107455,2.958100722,2.154832006,3.488662993,4.443589794
Ak7,1.254996848,3.370144675,5.369709494,4.337696502,4.933933311,4.815807179,5.127008826,5.588191198,10.24414457,3.784928674,4.48034533,9.042788007,1.972067148,3.878697611,11.93489971,9.886987292
Efnb1,6.274984242,7.582825518,2.997047159,2.399576788,3.436132128,2.077407018,2.243066361,8.314138124,11.30847128,15.24785551,4.722526159,10.68693128,9.613827346,14.43737444,13.2201966,10.77570525
Ctnnb1,242.8418902,207.6851656,171.8307038,201.9336159,191.8947634,180.8288382,193.9718339,254.0582535,232.1562634,256.5100232,167.8313143,332.7334951,191.9067843,274.956564,315.7240009,257.1727593
Epn2,8.941852545,11.93592906,7.117987003,4.429987917,8.281959487,6.609931422,5.554259562,12.13046382,7.184205285,13.62574322,10.65595646,15.6193611,9.737081543,11.42060963,10.64960282,12.8864104
Wdr25,3.608115939,5.897753181,5.494586459,4.153113672,4.933933311,5.382372729,5.340634194,3.952623042,7.450286962,6.812871612,5.57015906,6.987608914,5.66969305,4.309664012,6.33467754,7.55410265
Stk3,15.530586,20.92298152,15.48474366,11.25955262,13.83263446,11.70902138,11.85620791,17.99124971,13.17104302,18.05951681,13.68321682,26.30629238,13.68121584,21.33283686,22.12546793,19.21852586
BC055324,2.353119091,3.22972198,3.496555019,2.676451033,3.52423808,2.832827752,1.709002942,2.317054887,3.592102643,3.244224577,3.027260358,1.849661183,4.190642689,1.723865605,3.305049151,4.999038518
Ankrd10,11.29497164,10.53170211,9.990157198,7.752478855,7.665217823,7.082069381,11.32214449,11.44897709,20.35524831,14.49086978,13.80430723,10.89244919,14.42074102,11.20512643,12.21032048,18.77416688
Tmem214,41.72864521,31.87595171,30.09534856,34.79386343,45.81509503,34.18278821,33.21874469,46.34109774,53.08329461,43.04004606,41.89728336,43.56979676,48.56215352,57.31853136,41.40492131,49.76820569
Nmt1,113.7340894,96.32996862,110.640991,118.6867596,121.9386376,109.3471512,107.6671853,116.9431231,161.1124556,127.0654626,99.05195893,143.4515007,139.2772423,143.942778,142.667955,134.1964118
Camk2g,10.03997479,7.863670908,7.367740933,7.383313195,9.779760671,6.043365872,7.049637136,7.768948739,11.84063464,12.32805339,8.234148175,12.33107455,14.17423263,27.79733288,11.65947895,13.10858989
Cttn,65.25983612,56.4499233,44.83083042,67.18815008,56.91644498,54.8624308,47.31801896,68.42126784,71.3098895,80.88933279,51.22124526,84.05682488,77.40363556,117.4383443,81.61635265,73.65250084
Iqsec2,1.725620667,6.45944396,3.996062879,7.66018744,4.052873791,3.116110527,4.592945407,6.269677929,9.978062896,10.59780029,4.964706988,5.54898355,10.35335253,18.31607205,5.783836014,10.99788474
Tnks2,53.33736606,38.75666376,33.46702661,40.51593116,35.2423808,39.37630576,28.09173586,54.51893852,40.44441494,72.67063053,37.29584762,70.90367869,36.60649643,68.95462419,48.3822473,63.21006482
Eln,0.470623818,0.421268084,0.624384825,2.030411129,1.233483328,0.755420734,0.961314155,0.545189385,1.330408386,1.513971469,1.453084972,0.205517909,4.067388493,1.292899204,1.652524576,2.443974387
Uvrag,15.05996218,11.93592906,8.491633618,14.30516932,13.3921047,9.631614358,12.17664596,15.94678952,10.37718541,13.51760241,9.445052318,14.59177156,11.70914869,13.57544164,14.87272118,16.108013
Trabd2b,0.627498424,0.140422695,1.49852358,0.092291415,0.528635712,0.56656555,0.320438052,0.681486731,0.399122516,1.081408192,1.210904143,1.644143274,0.493016787,1.939348805,0.918069209,1.333076938
Kiz,7.373106484,12.21677445,9.865280233,5.906650556,11.1894559,7.459779748,8.117763975,6.542272622,8.913736187,9.624532913,3.753802844,5.960019368,7.518506001,4.740630413,9.54791977,16.108013
Gcc2,25.25681157,21.34424961,15.60962062,23.4420194,19.20709753,16.80811133,17.1968421,32.71136311,17.5613907,36.01089281,21.19082251,36.58218785,27.48568587,42.88115692,28.36833855,30.2164106
Lsr,66.20108375,78.0750183,67.80819198,82.50852496,91.27776626,107.6474546,95.59735207,84.64065205,112.951672,105.1128763,72.16988695,75.21955478,109.3264725,57.74949776,60.04172625,151.6375017
Fnip2,52.70986763,21.76551769,12.23794257,26.39534467,21.93838205,24.45674626,16.98321674,28.07725334,21.68565669,37.092301,39.7176559,62.2719265,25.14385614,31.89151369,48.56586114,45.54679539
Nans,20.707448,21.4846723,24.47588513,22.61139666,24.75777251,20.67964259,25.63504413,34.7558233,26.34208605,36.44345609,28.6984282,39.04840276,28.84148204,34.9082785,36.72276835,31.88275677
Wdr81,43.45426588,43.67145808,36.21431984,40.70051399,33.3921558,25.30659459,25.95548218,48.93074732,77.82889059,59.47745058,40.80746963,59.39467577,67.78980821,45.68243853,70.96674983,62.21025712
Smchd1,13.64809073,15.86776451,12.4876965,13.47454658,10.39650233,9.631614358,9.613141549,13.08454524,7.184205285,12.54433503,9.929413976,18.29109392,11.3393861,18.53155525,13.58742429,15.1082053
Ccne1,1.254996848,0.842536169,0.99901572,0.092291415,1.145377376,0.472137959,0.854501471,0.408892039,0.399122516,0.540704096,1.089813729,0.411035818,0.36976259,1.723865605,0.918069209,1.666346173
Smc1a,72.00544418,64.31359421,49.70103206,45.40737615,69.51559612,67.04359014,59.92191566,94.99925036,55.74411138,72.34620807,52.18996858,72.34230405,63.10614873,106.0177347,92.63318315,83.87275736
Tmem175,28.86492751,27.10158009,23.85150031,16.79703752,28.01769273,26.06201532,24.78054266,28.34984803,29.2689845,26.17007826,26.88207198,26.10077447,27.97870266,19.82445446,26.71581397,35.77089784
M6pr,76.08418393,72.03684242,60.19069712,58.32817424,53.56841881,57.41197578,58.9606015,67.60348376,46.56429352,72.45434889,55.21722894,96.59341734,50.41096647,96.75195707,67.84531452,79.98461629
Kif13a,26.0411846,18.39537302,17.85740599,22.14993959,16.74013088,16.14711819,13.99246159,24.80611702,26.8742494,25.41309252,18.40574298,40.89806394,27.23917748,43.09664012,25.15509632,26.55044902
Sgtb,4.078739757,3.089299285,2.872170194,3.322490938,2.731284512,2.832827752,2.136253678,3.134838965,4.257306836,4.866336866,3.995983673,3.493804457,5.176676263,9.050294425,4.498539122,4.999038518
Zfp395,7.686855696,8.144516297,3.371678054,1.845828299,3.52423808,2.832827752,3.418005884,5.724488544,4.656429352,7.353575709,6.175611131,11.92003874,5.66969305,9.265777626,10.0987613,7.443012905
Tmem199,8.157479515,10.11043402,10.73941899,8.490810175,9.603548767,6.798786605,11.64258254,11.99416647,7.583327801,12.54433503,8.234148175,13.97521783,10.35335253,8.188361623,11.38405819,13.10858989
